ID,Energy_Source,Carbon_Footprint,Smart_Home_Device,Electric_Vehicle,Household_Size,Annual_Water_Usage,Renewable_Investment,Satisfaction_Score
2979,Wind,14.45,Assistant,No,2,106.64,None,6.39
2980,Solar,7.41,Security,Yes,6,142.31,High,4.42
2981,Hydro,13.43,None,Yes,3,107.36,None,3.67
2982,Fossil,16.63,Assistant,No,6,53.61,Medium,1.43
2983,Nuclear,21.31,Lighting,Yes,3,61.06,Low,1.24
2984,Solar,5.05,Lighting,Yes,2,96.67,Low,9.67
2985,Fossil,16.13,None,No,7,134.54,High,4.36
2986,Nuclear,6.09,Lighting,No,5,89.53,Low,6.08
2987,Solar,22.77,Lighting,Yes,5,73.37,Medium,9.35
2988,Solar,10.13,Lighting,No,2,68.77,None,9.79
2989,Nuclear,6.54,Lighting,No,3,113.15,Medium,3.96
2990,Fossil,12.25,Assistant,Yes,1,54.49,Medium,2.7
2991,Nuclear,14.12,Lighting,No,3,113.32,Low,3.61
2992,Fossil,2.28,Security,No,3,88.47,None,6.6
2993,Hydro,15.29,Thermostat,Yes,4,166.35,Low,1.97
2994,Nuclear,14.84,None,No,1,108.14,None,1.34
2995,Hydro,10.11,Lighting,No,6,51.89,Medium,3.7
2996,Fossil,6.95,None,No,5,132.05,None,1.34
2997,Wind,11.35,Thermostat,No,7,136.71,Medium,4.45
2998,Hydro,13.32,Assistant,Yes,1,116.23,High,9.27
2999,Wind,4.52,Thermostat,Yes,5,84.67,Low,2.99
3000,Solar,6.39,Thermostat,Yes,7,60.46,None,4.82
3001,Wind,15.8,Lighting,Yes,3,113.88,Medium,9.85
3002,Solar,15.17,Lighting,Yes,4,99.59,High,6.63
3003,Nuclear,4.25,None,Yes,6,84.49,High,5.69
3004,Hydro,13.1,Assistant,Yes,6,168.87,Low,8.93
3005,Hydro,15.37,Thermostat,No,2,58.44,None,6.59
3006,Hydro,-3.47,Thermostat,No,1,119.14,Medium,9.22
3007,Wind,15.45,Thermostat,No,3,101.78,High,3.75
3008,Hydro,7.88,None,Yes,5,150.1,Low,5.07
3009,Fossil,12.73,Security,No,2,51.98,Low,1.48
3010,Fossil,11.82,Lighting,No,5,89.86,None,8.48
3011,Solar,2.66,Security,Yes,5,132.17,High,9.84
3012,Hydro,11.33,Thermostat,Yes,5,70.6,Medium,7.54
3013,Wind,12.09,Thermostat,Yes,7,124.96,Low,2.79
3014,Solar,8.66,Thermostat,Yes,6,74.58,Medium,1.21
3015,Hydro,6.29,Thermostat,No,4,109.43,Low,1.92
3016,Hydro,12.1,Security,No,4,115.85,None,4.27
3017,Hydro,9.62,None,No,4,133.66,Low,2.7
3018,Solar,5.49,Security,No,3,155.46,Low,8.92
3019,Fossil,18.69,Assistant,No,7,182.04,Medium,7.96
3020,Fossil,4.65,Lighting,No,3,113.12,High,4.5
3021,Wind,16.46,Thermostat,No,4,63.31,None,9.12
3022,Nuclear,5.39,Security,Yes,6,91.64,High,2.27
3023,Hydro,7.21,None,No,7,135.9,High,7.26
3024,Wind,17.56,Lighting,No,2,123.08,Medium,7.2
3025,Nuclear,6.49,Assistant,No,1,86.44,None,3.63
3026,Solar,17.61,Thermostat,No,5,85.38,Medium,7.44
3027,Solar,15.06,Security,No,3,102.28,Low,4.94
3028,Nuclear,7.57,Security,No,5,35.96,None,8.02
3029,Nuclear,-3.37,Lighting,No,4,127.16,None,3.05
3030,Nuclear,7.61,Lighting,No,3,82.17,Low,3.2
3031,Wind,11.94,Lighting,Yes,6,89.86,None,2.14
3032,Nuclear,10.75,Thermostat,Yes,4,95.01,High,1.75
3033,Hydro,16.19,Thermostat,Yes,6,117.07,None,7.98
3034,Solar,10.99,None,Yes,1,82.81,High,1.0
3035,Nuclear,13.73,Lighting,Yes,2,34.0,High,8.66
3036,Nuclear,16.39,None,No,3,101.96,High,8.43
3037,Nuclear,10.74,Security,Yes,6,128.3,Medium,2.05
3038,Hydro,11.04,Lighting,Yes,7,109.31,Medium,8.17
3039,Hydro,7.96,Lighting,Yes,5,116.48,High,2.82
3040,Hydro,7.11,Lighting,Yes,4,71.01,High,6.3
3041,Fossil,-6.55,None,No,1,84.31,Medium,4.36
3042,Fossil,6.58,Thermostat,No,2,92.66,Low,2.02
3043,Fossil,5.75,None,Yes,6,115.55,None,7.9
3044,Nuclear,4.66,Assistant,Yes,2,72.82,Low,4.97
3045,Wind,15.26,Thermostat,Yes,2,72.59,Low,4.26
3046,Nuclear,11.82,Lighting,No,6,94.01,Low,3.36
3047,Hydro,10.12,Lighting,No,1,104.01,Low,7.71
3048,Solar,9.84,None,Yes,3,86.7,None,2.25
3049,Hydro,9.85,Security,No,7,110.13,High,1.15
3050,Wind,12.31,Security,No,7,50.76,Low,1.26
3051,Fossil,19.72,None,Yes,3,46.21,None,9.49
3052,Wind,18.31,Thermostat,Yes,1,94.18,None,6.22
3053,Solar,14.37,Assistant,Yes,7,43.92,High,4.69
3054,Wind,20.12,Security,Yes,1,70.0,Medium,2.18
3055,Nuclear,2.11,Assistant,No,2,56.46,Medium,5.8
3056,Fossil,18.49,Assistant,No,1,120.17,None,7.37
3057,Hydro,13.97,Lighting,Yes,5,105.52,High,7.71
3058,Hydro,9.26,None,Yes,3,123.82,Medium,1.01
3059,Fossil,7.87,Assistant,No,3,65.02,High,4.25
3060,Wind,5.35,None,Yes,5,75.65,None,3.59
3061,Nuclear,9.12,Lighting,Yes,5,71.7,None,3.69
3062,Solar,5.26,Lighting,No,6,66.25,High,7.74
3063,Solar,4.86,Lighting,No,3,65.03,Medium,2.48
3064,Nuclear,11.73,Lighting,Yes,6,120.92,Medium,5.31
3065,Nuclear,9.37,Assistant,No,1,81.96,Medium,2.41
3066,Solar,5.71,Lighting,No,4,138.18,Low,5.69
3067,Solar,10.11,None,Yes,2,104.22,Medium,9.73
3068,Nuclear,12.29,Security,No,5,125.84,Medium,5.54
3069,Wind,5.55,None,Yes,6,93.03,Medium,6.59
3070,Nuclear,13.35,Assistant,Yes,2,143.12,Low,8.55
3071,Nuclear,15.81,None,No,1,125.88,None,2.54
3072,Solar,17.79,Assistant,No,2,145.98,Medium,3.73
3073,Nuclear,9.56,Lighting,No,6,94.33,None,9.47
3074,Hydro,9.4,Thermostat,Yes,1,82.53,None,7.36
3075,Hydro,12.95,None,Yes,6,71.04,None,6.99
3076,Nuclear,8.46,Assistant,No,6,140.34,High,9.27
3077,Wind,5.46,Thermostat,No,4,78.51,Low,2.23
3078,Wind,9.25,Thermostat,Yes,1,94.31,Low,5.03
3079,Hydro,1.45,Security,No,2,162.14,None,6.96
3080,Wind,6.12,Thermostat,Yes,1,81.64,Low,6.56
3081,Fossil,7.5,None,No,2,161.12,None,1.06
3082,Solar,20.32,Assistant,Yes,5,55.16,Low,7.67
3083,Fossil,3.89,Lighting,No,6,92.3,None,8.94
3084,Wind,11.04,Thermostat,No,1,73.08,Medium,7.18
3085,Fossil,0.91,Lighting,Yes,6,103.87,Low,4.9
3086,Fossil,10.94,Lighting,No,7,90.89,None,9.94
3087,Fossil,14.15,Lighting,No,2,74.91,High,9.47
3088,Nuclear,10.8,Thermostat,No,5,121.21,Low,4.27
3089,Hydro,10.67,Thermostat,No,3,86.54,Medium,5.95
3090,Fossil,12.54,None,No,1,107.28,None,9.87
3091,Wind,11.59,Assistant,No,2,132.8,High,7.02
3092,Fossil,10.37,None,No,2,95.32,Medium,3.79
3093,Wind,15.62,Lighting,Yes,5,121.73,High,1.36
3094,Fossil,15.58,Security,No,1,76.97,Low,4.05
3095,Nuclear,2.46,Thermostat,Yes,7,147.05,Low,7.39
3096,Nuclear,0.73,Lighting,No,3,123.77,Low,2.99
3097,Solar,12.47,Assistant,No,6,128.51,Medium,6.4
3098,Hydro,8.44,None,Yes,6,90.32,None,6.25
3099,Nuclear,5.87,Assistant,No,4,62.13,Medium,3.25
3100,Wind,4.12,Security,Yes,6,106.7,Medium,5.43
3101,Wind,23.54,Assistant,No,7,114.26,Medium,3.85
3102,Wind,5.7,None,No,7,108.89,Low,1.24
3103,Hydro,9.03,Lighting,No,7,108.46,High,7.48
3104,Wind,11.86,Assistant,Yes,3,60.75,None,1.87
3105,Fossil,17.82,None,Yes,7,43.79,Low,2.72
3106,Solar,10.61,Lighting,No,4,90.23,None,9.94
3107,Nuclear,8.72,Thermostat,No,1,94.55,Low,6.91
3108,Solar,-2.13,Lighting,No,4,110.87,Medium,8.49
3109,Wind,3.62,Lighting,Yes,6,93.23,None,7.47
3110,Hydro,10.93,Lighting,Yes,1,105.57,Low,9.16
3111,Wind,14.67,Lighting,No,1,102.93,High,6.41
3112,Wind,20.96,Security,No,2,66.13,Medium,6.41
3113,Hydro,15.24,Lighting,Yes,2,96.91,None,4.46
3114,Solar,12.66,Security,No,3,102.3,High,6.07
3115,Hydro,7.78,Security,No,4,63.91,Medium,1.5
3116,Solar,10.05,Assistant,Yes,5,96.48,None,9.42
3117,Fossil,7.53,None,No,7,100.59,Low,9.74
3118,Solar,5.7,Thermostat,Yes,6,92.64,None,3.46
3119,Fossil,11.82,None,No,6,134.34,Medium,8.09
3120,Nuclear,10.91,None,Yes,5,77.41,High,3.36
3121,Wind,17.29,Lighting,No,2,81.11,Low,9.88
3122,Wind,13.13,None,Yes,3,68.25,High,7.67
3123,Wind,9.62,Assistant,Yes,1,123.08,None,5.79
3124,Solar,13.68,Lighting,Yes,1,124.61,Medium,5.1
3125,Solar,12.04,Security,Yes,3,90.21,None,6.32
3126,Solar,11.58,None,No,5,132.31,Low,7.85
3127,Wind,16.34,Security,Yes,6,85.19,Medium,7.95
3128,Hydro,17.63,Thermostat,No,1,82.82,None,1.78
3129,Fossil,9.27,None,No,3,103.86,None,2.23
3130,Wind,6.92,Lighting,No,3,71.82,High,9.08
3131,Hydro,13.9,Lighting,No,1,128.68,High,2.49
3132,Solar,4.05,Lighting,No,2,122.66,None,7.62
3133,Solar,1.52,Assistant,Yes,5,118.68,Medium,1.89
3134,Fossil,15.31,None,No,4,99.75,Low,1.88
3135,Solar,13.65,Assistant,Yes,2,107.54,Medium,6.0
3136,Wind,9.98,None,Yes,7,126.34,Medium,4.06
3137,Fossil,8.9,Thermostat,No,5,130.57,None,8.33
3138,Solar,3.97,Assistant,No,1,91.43,High,7.76
3139,Nuclear,7.04,Security,No,1,44.32,Medium,4.4
3140,Hydro,12.5,None,Yes,5,100.91,Low,6.27
3141,Nuclear,13.18,Security,No,5,104.29,Low,9.68
3142,Nuclear,11.25,Thermostat,Yes,4,89.14,High,7.6
3143,Hydro,6.12,Lighting,No,4,98.95,High,4.37
3144,Nuclear,10.6,Security,No,4,79.64,Low,4.27
3145,Fossil,9.57,Security,No,7,70.72,None,8.89
3146,Wind,-4.8,None,No,6,85.45,High,7.23
3147,Fossil,9.7,Assistant,No,3,91.21,Medium,8.09
3148,Solar,10.05,Lighting,Yes,2,94.22,None,8.52
3149,Hydro,6.52,None,Yes,4,77.22,Medium,6.25
3150,Hydro,13.13,Security,No,1,90.31,Low,4.8
3151,Fossil,14.42,Security,No,2,99.38,None,9.58
3152,Solar,4.52,Lighting,Yes,3,110.45,High,8.8
3153,Hydro,8.23,Assistant,Yes,1,108.46,Medium,6.43
3154,Wind,8.6,Lighting,Yes,4,49.01,Medium,4.47
3155,Nuclear,6.67,None,Yes,2,78.63,Low,7.74
3156,Wind,18.29,Lighting,Yes,5,58.25,None,7.87
3157,Fossil,14.95,Thermostat,No,5,116.43,None,8.67
3158,Fossil,13.47,Security,Yes,5,88.09,Low,5.77
3159,Wind,9.87,None,Yes,2,97.77,None,2.63
3160,Fossil,-0.59,Assistant,Yes,4,65.73,None,2.57
3161,Solar,14.23,Security,No,2,141.85,Low,3.38
3162,Wind,10.4,Assistant,Yes,7,136.41,High,7.84
3163,Wind,9.78,Lighting,Yes,2,123.8,High,7.64
3164,Solar,3.28,Assistant,Yes,2,110.64,Low,3.65
3165,Nuclear,8.19,Lighting,Yes,2,95.1,Low,2.17
3166,Hydro,13.58,Thermostat,No,7,144.83,Low,9.42
3167,Solar,19.4,Thermostat,Yes,5,123.27,High,1.31
3168,Nuclear,12.57,Thermostat,Yes,2,122.94,High,1.95
3169,Nuclear,16.6,Assistant,Yes,3,138.47,Medium,6.62
3170,Hydro,2.07,Lighting,No,2,111.58,Medium,4.21
3171,Fossil,10.32,Thermostat,Yes,4,94.43,Low,6.86
3172,Nuclear,15.2,Thermostat,Yes,7,71.91,Low,8.75
3173,Fossil,4.12,Assistant,Yes,6,112.95,High,1.19
3174,Solar,13.63,Assistant,Yes,4,91.9,None,2.79
3175,Solar,12.93,Assistant,No,2,111.82,None,8.7
3176,Wind,7.54,Assistant,Yes,3,144.67,High,6.78
3177,Hydro,-1.71,Thermostat,No,2,130.89,Medium,5.24
3178,Fossil,11.18,Assistant,Yes,1,160.5,High,4.75
3179,Wind,9.91,Security,Yes,1,82.1,Medium,3.17
3180,Nuclear,8.74,Assistant,No,6,74.3,Medium,5.8
3181,Wind,7.43,Security,Yes,5,71.8,Low,7.53
3182,Fossil,5.21,None,Yes,4,106.89,Low,3.58
3183,Wind,15.74,Assistant,Yes,7,83.28,Medium,1.8
3184,Hydro,8.42,Assistant,Yes,6,96.2,None,2.03
3185,Nuclear,6.9,Thermostat,Yes,2,28.5,High,7.35
3186,Fossil,14.69,Lighting,No,6,134.13,None,9.07
3187,Fossil,13.31,Lighting,Yes,5,65.72,Medium,2.39
3188,Nuclear,-0.65,Assistant,No,6,84.26,Medium,6.03
3189,Solar,5.66,None,Yes,2,53.96,Medium,4.11
3190,Solar,19.05,Security,Yes,1,103.94,None,5.65
3191,Fossil,16.39,Thermostat,Yes,1,102.05,Medium,5.52
3192,Hydro,13.65,Assistant,No,7,133.4,Low,7.22
3193,Hydro,14.54,Lighting,Yes,7,108.2,Medium,8.62
3194,Wind,12.2,Lighting,Yes,3,120.36,None,7.01
3195,Hydro,10.99,Security,Yes,3,83.66,Medium,6.45
3196,Wind,6.64,Assistant,No,3,101.35,None,5.06
3197,Hydro,7.26,Security,No,7,125.36,None,1.51
3198,Solar,10.75,None,Yes,2,154.29,High,4.08
3199,Fossil,12.66,Lighting,Yes,6,91.63,None,8.93
3200,Hydro,7.23,Lighting,Yes,6,134.48,Medium,4.68
3201,Wind,8.83,None,No,4,87.12,High,3.78
3202,Hydro,11.53,Lighting,Yes,4,60.74,None,4.28
3203,Nuclear,11.16,Security,No,3,132.5,Low,5.9
3204,Nuclear,8.93,Thermostat,Yes,1,140.5,Medium,9.72
3205,Fossil,0.25,Thermostat,No,6,133.63,Medium,4.99
3206,Fossil,11.82,Assistant,No,6,117.0,Medium,3.11
3207,Hydro,5.19,Assistant,Yes,5,86.21,High,7.29
3208,Nuclear,7.48,Assistant,Yes,2,132.45,Medium,4.02
3209,Hydro,15.86,Thermostat,Yes,1,123.09,Medium,5.27
3210,Solar,8.94,None,No,6,124.91,High,3.22
3211,Solar,9.62,Thermostat,No,1,92.84,None,5.31
3212,Solar,2.16,Lighting,Yes,2,125.44,Medium,1.13
3213,Fossil,10.97,Thermostat,No,3,78.04,Medium,9.55
3214,Hydro,14.61,Thermostat,No,2,83.31,High,9.56
3215,Nuclear,6.44,Lighting,Yes,5,69.97,Medium,6.16
3216,Nuclear,1.0,Lighting,Yes,5,117.81,None,5.33
3217,Fossil,11.92,Security,No,1,74.15,Medium,2.83
3218,Nuclear,14.58,Lighting,No,3,126.59,Medium,3.89
3219,Nuclear,2.03,None,No,2,150.14,Low,1.52
3220,Hydro,12.42,Thermostat,No,2,131.87,None,3.19
3221,Wind,16.37,Assistant,Yes,1,119.63,Medium,2.53
3222,Hydro,11.74,None,No,5,94.68,None,6.8
3223,Nuclear,13.6,Thermostat,No,3,98.97,None,8.16
3224,Solar,3.83,Security,No,1,117.92,High,4.92
3225,Wind,7.15,None,No,7,138.06,Medium,4.73
3226,Hydro,11.99,Security,Yes,1,53.25,None,5.86
3227,Fossil,18.06,Thermostat,No,6,66.01,High,4.05
3228,Fossil,14.14,None,No,4,62.22,Medium,6.2
3229,Wind,7.82,None,No,5,79.14,High,1.86
3230,Nuclear,7.24,Lighting,Yes,5,178.92,High,3.19
3231,Wind,19.42,Assistant,No,7,32.1,High,5.46
3232,Hydro,17.5,Security,Yes,4,130.88,None,3.73
3233,Solar,7.67,Security,Yes,3,129.11,None,9.63
3234,Fossil,6.78,Lighting,Yes,3,123.72,Medium,7.34
3235,Wind,9.01,Thermostat,No,5,70.98,Medium,5.19
3236,Wind,18.67,Assistant,Yes,7,78.03,Medium,4.87
3237,Hydro,13.91,Lighting,Yes,7,117.88,Medium,2.05
3238,Nuclear,12.26,Thermostat,No,2,108.77,None,4.37
3239,Hydro,4.74,Security,No,3,102.23,Medium,5.71
3240,Wind,13.06,None,No,5,144.25,None,1.76
3241,Fossil,22.52,Thermostat,Yes,7,94.0,Low,3.35
3242,Wind,8.73,None,Yes,4,94.78,None,3.96
3243,Hydro,9.99,Lighting,Yes,1,45.24,High,3.94
3244,Wind,8.44,Assistant,No,7,110.69,Low,2.4
3245,Nuclear,8.78,None,No,2,121.04,High,9.53
3246,Nuclear,24.17,Lighting,No,3,92.55,High,5.58
3247,Solar,4.45,None,No,3,113.46,None,9.84
3248,Fossil,0.87,Security,Yes,1,102.7,High,4.64
3249,Nuclear,8.57,Lighting,Yes,2,122.58,Low,5.34
3250,Fossil,13.01,Security,No,5,108.38,None,1.82
3251,Hydro,9.6,None,Yes,2,115.75,None,1.21
3252,Wind,20.66,None,Yes,6,110.11,None,6.1
3253,Fossil,3.97,None,No,4,119.41,Medium,1.39
3254,Wind,4.8,Thermostat,No,4,61.09,None,9.25
3255,Solar,19.51,Assistant,Yes,6,57.98,High,8.55
3256,Nuclear,17.58,Assistant,No,1,70.17,High,4.16
3257,Hydro,11.26,Assistant,Yes,5,146.02,High,5.18
3258,Solar,6.37,Assistant,No,4,121.93,Medium,3.26
3259,Solar,13.13,Assistant,Yes,5,50.66,Low,1.7
3260,Wind,11.28,Assistant,No,1,114.44,High,5.89
3261,Fossil,11.76,Thermostat,No,6,83.7,None,7.5
3262,Nuclear,11.41,Security,Yes,1,71.55,Low,5.95
3263,Nuclear,13.51,Lighting,Yes,3,55.4,None,7.36
3264,Solar,4.22,Thermostat,No,6,82.61,High,7.33
3265,Hydro,26.25,Security,Yes,7,95.0,None,1.66
3266,Wind,13.5,Assistant,Yes,5,57.74,None,4.4
3267,Nuclear,11.72,Lighting,Yes,6,127.45,High,8.17
3268,Nuclear,10.24,Lighting,Yes,2,114.32,Low,3.86
3269,Fossil,10.12,Lighting,Yes,5,80.26,Low,5.56
3270,Fossil,15.04,Thermostat,Yes,2,24.22,None,8.29
3271,Solar,15.28,Security,Yes,4,40.07,None,1.77
3272,Fossil,7.21,None,Yes,4,92.97,Medium,9.68
3273,Solar,17.05,Lighting,No,4,138.41,High,5.48
3274,Solar,5.76,None,Yes,5,152.85,Medium,9.77
3275,Nuclear,8.42,Security,Yes,5,75.99,Low,6.75
3276,Fossil,11.84,Security,Yes,5,111.21,High,4.56
3277,Solar,11.8,Security,Yes,3,133.25,High,6.67
3278,Nuclear,12.03,Thermostat,Yes,6,105.29,None,2.28
3279,Solar,6.54,Assistant,Yes,3,112.14,High,6.63
3280,Wind,8.78,Lighting,Yes,7,128.92,High,4.35
3281,Wind,10.64,Thermostat,Yes,4,124.17,Medium,9.83
3282,Hydro,18.29,None,Yes,5,125.15,High,8.14
3283,Hydro,16.57,Assistant,Yes,7,98.68,High,4.96
3284,Fossil,17.41,Thermostat,Yes,5,92.87,None,1.81
3285,Hydro,-0.2,None,No,5,38.85,None,6.98
3286,Fossil,13.03,Assistant,No,2,67.18,None,2.13
3287,Fossil,4.58,Lighting,Yes,2,146.85,None,1.66
3288,Hydro,2.71,Security,Yes,5,39.01,Low,7.56
3289,Nuclear,8.14,Thermostat,Yes,1,70.63,None,1.03
3290,Hydro,0.97,Lighting,Yes,1,81.98,High,6.59
3291,Wind,11.92,Security,Yes,4,84.14,High,5.5
3292,Hydro,12.72,Thermostat,No,2,183.77,Low,3.72
3293,Nuclear,8.1,Thermostat,No,7,78.56,Medium,6.41
3294,Hydro,14.43,Thermostat,No,1,75.97,None,3.43
3295,Wind,17.17,Assistant,Yes,6,91.45,Low,7.78
3296,Hydro,11.51,Security,No,2,119.04,High,5.84
3297,Nuclear,11.79,Lighting,No,2,85.62,None,3.6
3298,Solar,3.81,Lighting,No,5,147.01,Low,8.07
3299,Fossil,5.54,Security,Yes,1,27.83,Medium,7.47
3300,Hydro,10.43,Lighting,Yes,4,113.14,Medium,9.27
3301,Solar,15.97,Security,Yes,3,117.8,Medium,8.33
3302,Hydro,6.82,Lighting,Yes,4,120.56,None,2.83
3303,Fossil,6.69,Assistant,Yes,2,127.65,None,5.15
3304,Fossil,8.97,Assistant,No,5,89.78,High,1.04
3305,Fossil,7.35,Lighting,No,2,58.43,None,5.71
3306,Nuclear,2.36,Assistant,Yes,3,77.61,None,4.98
3307,Hydro,11.63,None,Yes,4,90.9,Low,4.08
3308,Hydro,9.55,Assistant,Yes,3,100.56,High,4.55
3309,Fossil,6.36,None,No,2,97.93,High,9.35
3310,Nuclear,16.52,Assistant,Yes,1,92.1,None,6.76
3311,Hydro,9.59,Security,Yes,7,148.8,Medium,8.75
3312,Nuclear,9.05,Assistant,Yes,7,144.85,None,4.69
3313,Hydro,4.9,Security,No,2,80.19,High,1.48
3314,Nuclear,14.76,Security,Yes,1,76.65,Medium,4.15
3315,Wind,17.77,Lighting,No,7,60.32,None,9.37
3316,Hydro,10.54,Thermostat,No,1,147.65,Medium,2.16
3317,Nuclear,13.61,Lighting,No,5,97.13,Medium,2.5
3318,Hydro,11.0,Security,Yes,6,122.99,Low,2.15
3319,Wind,2.71,Thermostat,No,5,84.62,High,9.77
3320,Hydro,1.61,Security,No,6,76.79,Medium,9.65
3321,Nuclear,11.95,Thermostat,Yes,3,118.51,High,7.52
3322,Fossil,11.65,Assistant,No,7,122.62,Low,8.56
3323,Hydro,15.32,Security,No,6,134.37,Medium,9.03
3324,Nuclear,18.57,None,Yes,7,109.95,None,2.2
3325,Fossil,14.29,None,No,3,95.96,Medium,5.78
3326,Solar,1.83,None,No,2,54.76,Low,4.02
3327,Solar,7.54,Security,No,3,155.94,None,4.26
3328,Hydro,13.54,Lighting,No,2,155.61,Medium,7.27
3329,Wind,6.68,Lighting,No,4,67.33,None,4.75
3330,Nuclear,6.23,Assistant,Yes,3,82.37,Low,5.03
3331,Wind,11.85,Lighting,Yes,5,88.51,None,1.34
3332,Fossil,17.98,Thermostat,Yes,4,116.14,Low,7.72
3333,Fossil,5.3,Security,No,3,144.58,Medium,5.47
3334,Hydro,14.2,Assistant,No,7,103.52,Medium,2.19
3335,Solar,9.66,None,No,5,97.51,Low,9.43
3336,Hydro,10.55,Assistant,No,5,92.19,Medium,3.43
3337,Solar,9.04,Security,No,3,127.02,Medium,3.61
3338,Nuclear,8.08,Lighting,No,6,103.45,Medium,7.48
3339,Nuclear,10.52,Assistant,No,7,74.61,None,7.77
3340,Wind,12.4,Assistant,No,6,128.94,High,3.06
3341,Hydro,15.9,Lighting,No,6,59.87,Low,9.34
3342,Fossil,8.07,Assistant,No,6,164.13,Medium,3.23
3343,Wind,2.11,Lighting,No,6,171.23,Low,3.42
3344,Hydro,10.71,None,No,5,96.63,None,3.93
3345,Fossil,11.05,None,No,5,79.63,High,9.14
3346,Solar,15.37,Assistant,No,6,91.86,Low,7.19
3347,Hydro,9.42,Thermostat,No,6,62.62,Medium,9.7
3348,Wind,8.51,None,No,3,91.6,None,6.98
3349,Fossil,9.14,Security,No,1,98.24,Low,9.19
3350,Fossil,9.13,Lighting,Yes,3,136.52,Medium,2.94
3351,Solar,7.14,Assistant,No,6,60.96,Low,8.08
3352,Wind,4.03,Security,Yes,7,114.82,Low,5.88
3353,Hydro,4.88,Lighting,No,1,100.06,Low,8.98
3354,Nuclear,16.95,Lighting,No,5,104.92,Low,7.42
3355,Wind,7.04,None,No,6,96.71,Medium,7.36
3356,Hydro,3.48,Assistant,No,2,105.69,None,7.17
3357,Wind,7.99,Assistant,Yes,3,119.96,None,9.78
3358,Nuclear,12.19,Lighting,No,1,141.38,Medium,6.15
3359,Fossil,7.83,Lighting,No,3,109.98,Medium,2.86
3360,Solar,19.44,Lighting,No,6,90.53,None,5.72
3361,Hydro,15.71,Thermostat,Yes,2,87.84,Medium,1.17
3362,Solar,6.83,Assistant,No,4,63.64,Medium,3.07
3363,Fossil,7.79,Lighting,Yes,7,148.59,Low,7.48
3364,Solar,11.86,Assistant,Yes,6,131.14,None,7.11
3365,Hydro,11.35,None,Yes,5,100.13,Low,2.44
3366,Nuclear,16.63,Lighting,No,1,137.33,Medium,3.04
3367,Hydro,7.21,Thermostat,No,7,84.28,Medium,6.34
3368,Hydro,9.63,Security,Yes,6,4.55,Low,8.04
3369,Nuclear,11.88,Security,Yes,4,51.93,None,4.71
3370,Solar,12.12,Thermostat,Yes,4,68.73,None,2.16
3371,Nuclear,7.24,Assistant,No,5,150.91,Medium,5.98
3372,Fossil,15.57,Security,No,7,95.73,Low,4.41
3373,Wind,21.67,Thermostat,Yes,1,89.84,High,5.47
3374,Fossil,12.06,Thermostat,No,3,101.01,High,8.62
3375,Nuclear,7.23,None,No,3,141.69,High,4.2
3376,Hydro,11.56,Assistant,No,7,79.6,Low,2.54
3377,Nuclear,10.14,Assistant,No,2,73.79,Low,4.4
3378,Nuclear,17.89,Thermostat,No,1,143.82,None,4.87
3379,Solar,3.87,Thermostat,Yes,7,129.41,High,6.08
3380,Nuclear,12.31,None,Yes,6,97.9,None,9.89
3381,Nuclear,15.22,None,No,4,32.27,Low,5.47
3382,Solar,8.58,Thermostat,No,4,84.38,None,5.85
3383,Nuclear,6.63,Lighting,Yes,3,82.09,High,3.64
3384,Solar,9.55,Assistant,Yes,4,143.05,None,1.34
3385,Hydro,9.59,Security,Yes,7,116.03,High,6.58
3386,Wind,6.02,Lighting,Yes,7,84.02,Low,5.46
3387,Wind,15.72,Assistant,No,7,61.77,None,8.71
3388,Nuclear,7.08,Thermostat,No,3,50.28,Medium,5.98
3389,Solar,6.33,Thermostat,No,5,105.07,Medium,9.6
3390,Solar,14.06,Thermostat,Yes,3,126.05,Low,1.71
3391,Hydro,0.13,Security,Yes,2,86.88,High,8.65
3392,Hydro,15.33,Lighting,No,4,157.31,High,4.67
3393,Solar,9.31,Security,Yes,2,95.81,None,2.71
3394,Fossil,7.58,Assistant,Yes,3,123.58,Medium,5.39
3395,Nuclear,2.48,Security,Yes,4,111.75,Low,2.94
3396,Nuclear,10.23,None,Yes,2,104.51,High,1.84
3397,Nuclear,0.39,Security,Yes,7,69.36,Low,7.28
3398,Nuclear,6.53,Thermostat,Yes,2,107.61,None,1.56
3399,Wind,9.78,Lighting,No,2,101.33,Low,6.01
3400,Hydro,-4.74,Security,Yes,7,114.56,Medium,3.85
3401,Nuclear,3.38,None,No,2,102.18,High,1.14
3402,Wind,6.03,Lighting,No,4,96.46,None,1.05
3403,Nuclear,10.6,Security,Yes,7,150.71,None,3.87
3404,Wind,0.91,Thermostat,Yes,7,108.16,High,5.43
3405,Fossil,5.8,Lighting,Yes,5,64.18,Medium,3.31
3406,Solar,10.09,Lighting,No,6,98.36,None,9.99
3407,Fossil,13.83,Thermostat,No,7,53.92,None,2.25
3408,Solar,4.38,None,No,4,97.31,High,2.43
3409,Fossil,15.32,Lighting,No,6,135.83,Medium,2.24
3410,Solar,17.87,Security,No,3,129.98,High,5.77
3411,Wind,9.0,None,Yes,1,130.34,High,1.48
3412,Nuclear,8.19,Assistant,No,5,56.25,High,5.11
3413,Wind,4.46,Lighting,No,4,119.74,High,2.27
3414,Solar,11.87,Security,Yes,5,73.57,Medium,5.22
